Year,Trt_code,Date,SWD_obs,root_m,stage_group,baseline
2012,1,2012-05-25,9.5,0.25,Early vegetative,17.73044451931428
2012,1,2012-05-31,8.8,0.335,Early vegetative,8.475262816907863
2012,1,2012-06-05,23.2,0.41,Early vegetative,22.531674203040467
2012,1,2012-06-07,9.1,0.44,Early vegetative,-4.794418794289546
2012,1,2012-06-08,3.6,0.455,Early vegetative,4.846605138873335
2012,1,2012-06-13,24.8,0.54,Early vegetative,18.438042330763047
2012,1,2012-06-15,9.8,0.58,Early vegetative,3.9460501899331812
2012,1,2012-06-18,26.1,0.64,Early vegetative,18.28410678579358
2012,1,2012-06-20,12.6,0.68,Early vegetative,4.7749733259587925
2012,1,2012-06-24,52.1,0.76,Early vegetative,33.48124289416493
2012,1,2012-06-26,19.4,0.8,Early vegetative,10.342594099118806
2012,1,2012-06-28,41.9,0.84,Late vegetative,21.726263211166263
2012,1,2012-07-03,55.8,0.92,Late vegetative,27.16692838146481
2012,1,2012-07-05,20.8,0.94,Late vegetative,4.6178711003306345
2012,1,2012-07-10,22.9,0.97,Early vegetative,12.529724063175031
2012,1,2012-07-12,50.7,0.98,Early vegetative,25.106274233676366
2012,1,2012-07-17,35.6,1.005,Early vegetative,20.374551138526343
2012,1,2012-07-19,12.2,1.015,Late vegetative,5.113658341717889
2012,1,2012-07-22,64.2,1.03,Late vegetative,26.45406249971862
2012,1,2012-07-24,6.8,1.04,Late vegetative,4.733303338055576
2012,1,2012-07-26,38.5,1.05,Late vegetative,16.43828572247376
2012,1,2012-07-31,49.3,1.05,Late vegetative,20.558224773239438
2012,1,2012-08-02,10.4,1.05,Late vegetative,2.7504876906341105
2012,1,2012-08-05,56.0,1.05,Late vegetative,20.112558215228248
2012,1,2012-08-07,21.4,1.05,Late vegetative,0.4082539651184089
2012,1,2012-08-09,42.8,1.05,Reproductive,12.740218467387201
2012,1,2012-08-14,43.7,1.05,Reproductive,16.700986647672075
2012,1,2012-08-16,16.1,1.05,Grain filling,0.7930236666264056
2012,1,2012-08-20,55.4,1.05,Grain filling,15.566425983090124
2012,1,2012-08-22,17.5,1.05,Grain filling,1.5315813641440221
2012,1,2012-08-27,68.5,1.05,Grain filling,19.961713210575727
2012,1,2012-08-29,20.4,1.05,Grain filling,1.0273802672082712
2012,1,2012-09-04,67.9,1.05,Grain filling,20.23452018204417
2012,1,2012-09-06,17.1,1.05,Grain filling,-0.49809804628562826
2012,2,2012-05-25,6.3,0.25,Early vegetative,17.73044451931428
2012,2,2012-05-31,6.9,0.335,Early vegetative,7.828238443104226
2012,2,2012-06-05,20.9,0.41,Early vegetative,22.148974604751324
2012,2,2012-06-07,0.9,0.44,Early vegetative,-7.70916491380166
2012,2,2012-06-08,1.9,0.455,Early vegetative,4.799356072071272
2012,2,2012-06-13,25.8,0.54,Early vegetative,18.47432259037971
2012,2,2012-06-15,10.7,0.58,Early vegetative,7.912692847389438
2012,2,2012-06-18,27.2,0.64,Early vegetative,20.590281172013498
2012,2,2012-06-20,11.9,0.68,Early vegetative,5.290115906203325
2012,2,2012-06-24,47.6,0.76,Early vegetative,33.49705467782772
2012,2,2012-06-26,15.6,0.8,Early vegetative,10.35839381164043
2012,2,2012-06-28,34.3,0.84,Late vegetative,21.741928249036093
2012,2,2012-07-03,48.7,0.92,Late vegetative,27.166836980764046
2012,2,2012-07-05,13.5,0.94,Early vegetative,4.597111941326478
2012,2,2012-07-10,17.7,0.97,Early vegetative,12.52972964028177
2012,2,2012-07-12,44.9,0.98,Early vegetative,25.106288140861437
2012,2,2012-07-17,29.9,1.005,Early vegetative,20.37434980330973
2012,2,2012-07-19,5.6,1.015,Late vegetative,4.8656560219813265
2012,2,2012-07-22,54.0,1.03,Late vegetative,26.420871996838613
2012,2,2012-07-24,3.6,1.04,Late vegetative,4.729586705455456
2012,2,2012-07-26,30.6,1.05,Late vegetative,16.43873226776243
2012,2,2012-07-31,43.0,1.05,Late vegetative,20.55826782447347
2012,2,2012-08-02,6.6,1.05,Late vegetative,2.6365253570285985
2012,2,2012-08-05,49.0,1.05,Late vegetative,20.126683979064104
2012,2,2012-08-07,20.1,1.05,Late vegetative,0.3935985064945568
2012,2,2012-08-09,36.0,1.05,Reproductive,12.739806468430855
2012,2,2012-08-14,52.7,1.05,Reproductive,22.35512200778056
2012,2,2012-08-16,63.5,1.05,Reproductive,30.93274760368721
2012,2,2012-08-20,78.0,1.05,Reproductive,43.76175947666336
2012,2,2012-08-22,58.7,1.05,Reproductive,36.542013481220884
2012,2,2012-08-27,92.5,1.05,Reproductive,52.745284991036236
2012,2,2012-08-29,72.5,1.05,Reproductive,43.27113303257063
2012,2,2012-09-04,92.8,1.05,Reproductive,60.22797898408428
2012,2,2012-09-06,97.7,1.05,Reproductive,61.48458782444366
2012,3,2012-05-25,7.1,0.25,Early vegetative,17.73044451931428
2012,3,2012-05-31,6.1,0.335,Early vegetative,7.754826712134954
2012,3,2012-06-05,21.2,0.41,Early vegetative,22.102583702903175
2012,3,2012-06-07,4.7,0.44,Early vegetative,-5.637725833542106
2012,3,2012-06-08,0.8,0.455,Early vegetative,4.8334103354203535
2012,3,2012-06-13,24.8,0.54,Early vegetative,18.47701210807515
2012,3,2012-06-15,8.9,0.58,Early vegetative,7.994240141447993
2012,3,2012-06-18,29.9,0.64,Early vegetative,20.66102948088112
2012,3,2012-06-20,8.2,0.68,Early vegetative,5.103798788069635
2012,3,2012-06-24,46.3,0.76,Early vegetative,33.490833877453206
2012,3,2012-06-26,19.3,0.8,Early vegetative,18.352115667267423
2012,3,2012-06-28,36.2,0.84,Late vegetative,30.11194672816456
2012,3,2012-07-03,50.1,0.92,Early vegetative,33.53795413600667
2012,3,2012-07-05,31.6,0.94,Early vegetative,20.834563463291623
2012,3,2012-07-10,27.6,0.97,Early vegetative,14.703866439155071
2012,3,2012-07-12,54.9,0.98,Early vegetative,27.445069632895677
2012,3,2012-07-17,43.7,1.005,Early vegetative,20.299083279923693
2012,3,2012-07-19,21.2,1.015,Early vegetative,7.654286406830546
2012,3,2012-07-22,69.2,1.03,Early vegetative,28.329151878411402
2012,3,2012-07-24,7.7,1.04,Early vegetative,4.1329770923967875
2012,3,2012-07-26,34.5,1.05,Early vegetative,16.51915827674293
2012,3,2012-07-31,46.0,1.05,Early vegetative,20.56827620737387
2012,3,2012-08-02,6.4,1.05,Early vegetative,2.649583276577908
2012,3,2012-08-05,51.2,1.05,Early vegetative,20.1216469411615
2012,3,2012-08-07,20.9,1.05,Early vegetative,0.39545125591499025
2012,3,2012-08-09,38.6,1.05,Reproductive,12.751896147966898
2012,3,2012-08-14,49.7,1.05,Reproductive,16.728043128501803
2012,3,2012-08-16,29.1,1.05,Reproductive,3.014009692276818
2012,3,2012-08-20,58.5,1.05,Reproductive,15.94267943659598
2012,3,2012-08-22,32.9,1.05,Reproductive,2.581104377374704
2012,3,2012-08-27,80.0,1.05,Reproductive,19.986642451885697
2012,3,2012-08-29,38.2,1.05,Reproductive,1.961826799924012
2012,3,2012-09-04,81.8,1.05,Reproductive,20.085899774483643
2012,3,2012-09-06,35.7,1.05,Reproductive,0.08294266248365997
2012,4,2012-05-25,10.4,0.25,Early vegetative,17.73044451931428
2012,4,2012-05-31,7.0,0.335,Early vegetative,7.247384000442108
2012,4,2012-06-05,24.6,0.41,Early vegetative,21.745313139214787
2012,4,2012-06-07,6.8,0.44,Early vegetative,-5.9831884160633235
2012,4,2012-06-08,3.1,0.455,Early vegetative,4.829380290935505
2012,4,2012-06-13,27.6,0.54,Early vegetative,18.507682460944366
2012,4,2012-06-15,14.8,0.58,Early vegetative,8.10170004331606
2012,4,2012-06-18,32.3,0.64,Early vegetative,20.783833146921804
2012,4,2012-06-20,16.1,0.68,Early vegetative,5.123103399100023
2012,4,2012-06-24,45.8,0.76,Early vegetative,33.62603344259388
2012,4,2012-06-26,24.4,0.8,Early vegetative,18.586549195486004
2012,4,2012-06-28,42.4,0.84,Late vegetative,30.246786137970318
2012,4,2012-07-03,54.1,0.92,Late vegetative,33.53978376124746
2012,4,2012-07-05,36.4,0.94,Late vegetative,20.836139495990512
2012,4,2012-07-10,32.2,0.97,Early vegetative,14.704963533511265
2012,4,2012-07-12,55.0,0.98,Early vegetative,27.445921773441473
2012,4,2012-07-17,43.4,1.005,Early vegetative,20.298476243154344
2012,4,2012-07-19,18.2,1.015,Late vegetative,7.4533294998628925
2012,4,2012-07-22,67.0,1.03,Late vegetative,28.127607677835663
2012,4,2012-07-24,7.8,1.04,Late vegetative,4.114440788351969
2012,4,2012-07-26,32.7,1.05,Late vegetative,16.518530518925587
2012,4,2012-07-31,43.5,1.05,Late vegetative,20.568897614027087
2012,4,2012-08-02,7.4,1.05,Late vegetative,2.6397325892603454
2012,4,2012-08-05,49.6,1.05,Late vegetative,20.123718802729563
2012,4,2012-08-07,20.9,1.05,Late vegetative,0.4129161711411991
2012,4,2012-08-09,35.4,1.05,Reproductive,12.751231538025813
2012,4,2012-08-14,51.1,1.05,Reproductive,19.07739988103634
2012,4,2012-08-16,39.1,1.05,Grain filling,12.462029541873154
2012,4,2012-08-20,62.1,1.05,Grain filling,25.30337890454679
2012,4,2012-08-22,36.8,1.05,Grain filling,14.088044095756302
2012,4,2012-08-27,74.5,1.05,Grain filling,30.324461026218934
2012,4,2012-08-29,42.2,1.05,Grain filling,15.955226384831766
2012,4,2012-09-04,74.7,1.05,Grain filling,32.91066532713313
2012,4,2012-09-06,79.4,1.05,Grain filling,34.200227636934926
2012,5,2012-05-25,8.4,0.25,Early vegetative,17.73044451931428
2012,5,2012-05-31,6.1,0.335,Early vegetative,7.680640143469685
2012,5,2012-06-05,23.7,0.41,Early vegetative,22.055758567909102
2012,5,2012-06-07,5.2,0.44,Early vegetative,-5.593883829431517
2012,5,2012-06-08,3.4,0.455,Early vegetative,4.83448231716617
2012,5,2012-06-13,25.4,0.54,Early vegetative,18.48054706607134
2012,5,2012-06-15,11.6,0.58,Early vegetative,8.076630730238811
2012,5,2012-06-18,30.7,0.64,Early vegetative,20.732842915030865
2012,5,2012-06-20,12.2,0.68,Early vegetative,5.214762927607706
2012,5,2012-06-24,48.3,0.76,Early vegetative,33.49759840009373
2012,5,2012-06-26,18.0,0.8,Early vegetative,18.458809095686675
2012,5,2012-06-28,41.4,0.84,Late vegetative,30.45580961321861
2012,5,2012-07-03,57.1,0.92,Late vegetative,34.247512837288504
2012,5,2012-07-05,35.5,0.94,Late vegetative,21.544138262485422
2012,5,2012-07-10,35.2,0.97,Early vegetative,15.413471640659234
2012,5,2012-07-12,57.7,0.98,Early vegetative,28.154690383554776
2012,5,2012-07-17,49.2,1.005,Early vegetative,20.299122350115656
2012,5,2012-07-19,26.1,1.015,Early vegetative,8.154347351421396
2012,5,2012-07-22,70.0,1.03,Early vegetative,28.82925009982136
2012,5,2012-07-24,8.5,1.04,Early vegetative,4.1795110250355485
2012,5,2012-07-26,39.0,1.05,Early vegetative,16.5195431187682
2012,5,2012-07-31,46.6,1.05,Early vegetative,20.56974679818397
2012,5,2012-08-02,10.9,1.05,Early vegetative,2.700243194668038
2012,5,2012-08-05,53.4,1.05,Early vegetative,20.114267068546773
2012,5,2012-08-07,18.6,1.05,Early vegetative,0.39408550321964897
2012,5,2012-08-09,37.4,1.05,Reproductive,12.751931889643451
2012,5,2012-08-14,54.2,1.05,Reproductive,21.979517662096583
2012,5,2012-08-16,65.5,1.05,Reproductive,30.53806641802365
2012,5,2012-08-20,77.7,1.05,Reproductive,43.362532856073884
2012,5,2012-08-22,56.7,1.05,Reproductive,36.247722046206114
2012,5,2012-08-27,85.9,1.05,Reproductive,52.448385794107615
2012,5,2012-08-29,60.8,1.05,Reproductive,42.97973572751212
2012,5,2012-09-04,89.1,1.05,Reproductive,59.91871443475201
2012,5,2012-09-06,90.0,1.05,Reproductive,61.1813490609584
2012,6,2012-05-25,11.4,0.25,Early vegetative,17.73044451931428
2012,6,2012-05-31,10.1,0.335,Early vegetative,8.983116448682956
2012,6,2012-06-05,24.8,0.41,Early vegetative,22.89324391206322
2012,6,2012-06-07,1.8,0.44,Early vegetative,-4.7503261193466715
2012,6,2012-06-08,0.7,0.455,Early vegetative,4.8447357842792265
2012,6,2012-06-13,27.2,0.54,Early vegetative,18.404828116164005
2012,6,2012-06-15,11.7,0.58,Early vegetative,8.00673092055446
2012,6,2012-06-18,31.2,0.64,Early vegetative,20.727241328453022
2012,6,2012-06-20,13.3,0.68,Early vegetative,5.1976843577379315
