variant,Year,Trt_code,Treatment,Date,dap,gdd_cum,z_root_m,canopy_cover_frac,biomass_t_ha,dry_yield_t_ha,Es_mm,Tr_mm,DeepPerc_mm,IrrDay_mm,SWD_AquaCrop_mm
default_maize,2012,1,100/100,2012-07-08,70.0,733.9110000000001,1.2646253209494283,0.9586176677576618,1280.6685147976902,0.18568665912641272,0.022237563281578453,3.3859436396559843,0.0,0.0,4.6330961816329035
default_maize,2012,1,100/100,2012-07-09,71.0,747.0110000000001,1.276712807959442,0.9588257236290677,1315.1137641989294,0.2156138588846942,0.035243432657189704,5.618447539577009,0.0,0.0,10.286787153867099
default_maize,2012,1,100/100,2012-07-10,72.0,760.8460000000001,1.2887593419691175,0.9588257236290677,1349.4614432377014,0.2500491084474242,0.04047139413207845,6.433604448108533,0.0,0.0,16.76086299610771
default_maize,2012,1,100/100,2012-07-11,73.0,774.7860000000002,1.3007656522979134,0.9588257236290677,1383.7115519140063,0.28960825096463894,0.0385514184381953,6.110983495845048,0.0,0.0,22.91039791039095
default_maize,2012,1,100/100,2012-07-12,74.0,789.4460000000001,1.3127324450592026,0.9588257236290677,1417.8640902278441,0.33496453102301327,0.03986950546531751,6.301916305429742,0.0,0.0,29.252183721286013
default_maize,2012,1,100/100,2012-07-13,75.0,803.6610000000002,1.3246604042146568,0.9588257236290677,1451.9190581792147,0.38688100616513904,0.03998375988489848,6.3019202324158075,0.0,48.9,-13.305912286413285
default_maize,2012,1,100/100,2012-07-14,76.0,818.2260000000002,1.3365501925667642,0.9588257236290677,1485.8764557681184,0.44619111912858356,0.04792077496756879,7.53124936206054,9.941975473686593,0.0,4.737466482737902
default_maize,2012,1,100/100,2012-07-15,77.0,833.1010000000002,1.3484024526939087,0.9588257236290677,1519.7362829945548,0.5138052708960298,0.04243609510868652,6.650111804781227,2.321786677139123,0.0,13.329078730282191
default_maize,2012,1,100/100,2012-07-16,78.0,847.5760000000002,1.3602178078320606,0.9588257236290677,1553.498539858524,0.5907099971109835,0.042037380481409994,6.568646801511597,0.3036602580053511,0.0,14.059083703850307
default_maize,2012,1,100/100,2012-07-17,79.0,862.9560000000002,1.3719968627068053,0.9588257236290677,1587.1632263600263,0.6779644763499226,0.039102535277334795,6.092398269682325,0.031028039512416665,0.0,20.211508586127202
default_maize,2012,1,100/100,2012-07-18,80.0,877.6410000000002,1.383740204319113,0.9588257236290677,1620.7303424990614,0.7766936724514983,0.042889983642907296,6.663136448500083,0.00291342590871262,32.0,-5.080520351767012
default_maize,2012,1,100/100,2012-07-19,81.0,892.3710000000002,1.3954484026879972,0.9588257236290677,1654.1998882756293,0.8880773694625961,0.041369838197068604,6.408294114726852,3.4413955742862608,0.0,4.998692193661212
default_maize,2012,1,100/100,2012-07-20,82.0,907.1160000000002,1.407122011552943,0.9588257236290677,1687.57186368973,1.0133343588706265,0.04469324917773108,6.9029167990000895,0.8209474070674134,0.0,12.61426328983051
default_maize,2012,1,100/100,2012-07-21,83.0,922.5110000000002,1.418761569038769,0.9588257236290677,1720.8462687413637,1.1537011056969986,0.04327463944443263,6.664269512027447,0.10839262688917603,0.0,19.398938275185593
default_maize,2012,1,100/100,2012-07-22,84.0,939.5560000000002,1.4303675982853732,0.9588257236290677,1754.0231034305302,1.3104043756409085,0.04433336972829285,6.807293670049245,0.011181396164751419,0.0,26.258129448000368
default_maize,2012,1,100/100,2012-07-23,85.0,954.8160000000001,1.4419406080446298,0.9588257236290677,1787.1023677572296,1.484627571678382,0.04492073729930635,6.877197765051152,0.0009208561190079815,42.5,-9.31918187247224
default_maize,2012,1,100/100,2012-07-24,86.0,969.8510000000001,1.4534810932465292,0.9588257236290677,1820.084061721462,1.6774709217346,0.04416726901595596,6.741899885348113,6.749136592910156,0.0,4.57768289214357
default_maize,2012,1,100/100,2012-07-25,87.0,984.9760000000001,1.464989535536497,0.9588257236290677,1852.968185323227,1.8789089332299753,0.03300839995374806,5.023651915751604,1.552548798583259,0.0,10.383319912723113
default_maize,2012,1,100/100,2012-07-26,88.0,998.3410000000001,1.4764664037856814,0.9588257236290677,1885.754738562525,2.086313011546961,0.03771216870837191,5.722503487309869,0.20236204814233916,0.0,16.28722427442762
